Title,Authors,Keywords,Year,Conference,Journal,Read,Path_pdf,Path_bib
Proximal policy optimization algorithms,"Schulman, John and Wolski, Filip and Dhariwal, Prafulla and Radford, Alec and Klimov, Oleg",,2017,,arXiv preprint arXiv:1707.06347,No,pdf\Proximal Policy Optimization Algorithms.pdf,bib\PPO.bib
